filename,age,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,rmse
sample-000050,twenties,1831.15515,2079.109894,3832.46888,-386.62662,159.67453,4.291869,28.255865,38.45197,3.736861,-10.407752,5.7295165,4.0651627,-11.074506,0.22983757,2.2777908,-5.7654085,-3.1629372,2.1490002,1.691738,-2.8506548,0.5763704,0.422288,-4.420855,0.6375959,0.59918743,0.5285401,0.50434554,0.5188141,0.51758796,0.5204278,0.52501214,0.5178104,0.57235855,0.63440526,0.6288942,15.72161886,10.47345944,13.95833683,15.42455982,16.6233676,25.49147357,47.54042774,0.026919791,0.00148095,-0.026137738,0.018303563,0.00289453,0.008468946,0.052422073
sample-000053,fourties,2578.458804,2809.770991,5303.321991,-501.68387,114.91104,14.140505,14.42964,-5.4134865,-7.128429,-13.942559,-6.2138195,-7.1623187,-10.253171,-7.20106,-9.782661,-8.449344,-12.870927,-8.248019,-9.083621,-7.601721,-2.9896638,-8.745428,-5.245129,0.5396107,0.48153797,0.5108305,0.572829,0.5003156,0.4814385,0.5108432,0.520333,0.53868407,0.5057528,0.5090779,0.5297835,17.41704748,9.272130559,11.63094267,15.31175123,15.27164893,17.95517407,52.15396262,-0.020066373,0.055475336,0.119142043,-0.026609093,0.005944349,-0.014799554,0.014899702
sample-000057,fifties,2381.176395,2569.817688,4895.146277,-501.58392,81.66753,23.766714,7.916311,-2.5352902,0.15056776,4.380704,-4.6198096,-5.29506,1.6749065,-2.065724,-6.9223075,-2.5022435,-3.6031106,-7.8800693,-5.576842,-5.58253,-8.041584,-6.029404,-4.5036173,0.4862322,0.52806807,0.5707455,0.62001616,0.6331851,0.5946076,0.4637813,0.34185553,0.29877016,0.38325313,0.40127173,0.4512848,16.2899864,10.88960036,12.32503705,14.89345975,17.17776593,17.63419865,47.92874049,0.029595633,0.025503467,0.007452537,0.020257621,-0.029052902,-0.022968219,0.03127217
sample-000062,fifties,3309.52179,3091.306707,6558.403474,-472.97958,105.646225,1.755786,9.298315,3.9324667,-5.5006895,-11.832745,-11.178716,-4.5469346,-4.4733753,-2.7331715,-8.401793,-13.810175,-4.621672,1.1945416,-8.557723,-8.722957,0.92248136,-0.9373828,-7.140018,0.5591033,0.5709274,0.59760636,0.5894247,0.5464034,0.4595291,0.4639728,0.49027544,0.47842616,0.53094363,0.5688203,0.560746,17.60716366,9.380821957,11.85449667,15.07130556,17.79903637,17.97683212,53.34343515,0.006048678,0.018379366,0.05108971,-0.01363157,0.007020256,-0.005668319,0.018219851
sample-000065,twenties,2426.34412,2863.818502,5212.018944,-315.40714,141.88925,-8.405373,-3.6543007,17.539986,9.867971,-15.6678915,7.2827663,-18.256413,-15.320227,-0.17220595,2.568473,3.042643,-10.655714,-5.2495093,-11.43166,-6.026832,-5.186075,-8.632536,-7.64659,0.37915644,0.42253602,0.335606,0.29298937,0.38309142,0.4015846,0.3821671,0.35416096,0.37751886,0.39097795,0.3805783,0.32971498,13.1525143,15.01960723,16.96772824,17.95526631,20.69388913,28.04741575,52.12563591,0.014251486,0.021308094,-0.064780476,-0.017256194,0.007229064,-0.00177452,0.08697437
sample-000073,twenties,2180.779017,1624.814179,3656.281931,-500.0101,147.74216,-0.002123425,21.484825,30.301237,6.2719207,3.6643806,-12.626525,-14.781403,-5.982349,-9.044639,-0.44847688,-2.8944647,-13.096262,-2.4575596,-2.0409245,-4.9704103,7.3386927,0.7386201,-10.258608,0.35416165,0.3558682,0.36325255,0.32054743,0.32572603,0.34139895,0.38945273,0.4797157,0.5229505,0.5544247,0.49746674,0.4113298,17.97420497,11.58714652,18.0063875,17.35816957,21.97574179,25.22855402,49.50358954,0.038415363,0.012429045,-0.052844443,-0.013291616,0.013781013,0.008024631,0.02391982
sample-000082,fifties,3195.620475,2630.96323,5784.851695,-422.39835,100.10093,-26.41795,22.947115,7.402642,10.651489,-1.9595517,-4.664166,3.007784,-6.5934224,-0.84707415,-0.48835903,-2.3503892,-0.9227485,0.2727337,-3.2373111,-2.9837337,0.7151803,0.49217075,-1.2962639,0.52955496,0.54274243,0.5010495,0.48469803,0.41450533,0.39339808,0.4177695,0.42562956,0.45630172,0.5429807,0.521447,0.50179946,14.61456289,10.6660948,12.69762905,14.81307894,17.84062742,21.04398429,54.46472867,0.015871894,-0.036144808,0.02796002,-0.056952101,0.010328245,-0.009192702,0.022862867
sample-000088,teens,3837.528339,2971.435134,6982.972257,-318.23477,104.40064,-7.522973,56.504288,-41.744358,16.768496,-8.2284775,-25.24794,5.928062,-6.417113,-1.7163695,-2.042243,-4.982466,-9.167111,-0.1799998,-5.194631,4.0002646,0.6099394,-12.139728,-1.3802123,0.61173624,0.5441902,0.28446877,0.18874696,0.1813478,0.20228432,0.18686663,0.24903752,0.25399876,0.31084746,0.46242574,0.546495,10.2493771,13.68167366,15.84277038,18.6496032,18.51493818,22.75585341,61.72805718,0.029732644,0.0739015,-0.004041201,-0.010258661,0.011175418,0.023396712,0.09084752
sample-000092,twenties,3041.086982,3316.097689,6508.884126,-416.33282,120.415146,18.284214,15.660813,8.310202,19.203396,-5.6949453,5.84418,-4.7346387,-5.1370463,0.67211366,-5.713185,0.17005943,-3.1611843,-2.2176106,-4.2867675,-2.9167957,-3.773249,-3.106103,-5.1893907,0.39229333,0.47733858,0.5512845,0.619658,0.64534205,0.5491773,0.44365236,0.40116468,0.37077546,0.37766784,0.40765485,0.40147913,15.62851789,11.46332428,14.11516429,15.13547253,17.68340671,19.57998332,54.08730901,-0.054169033,0.01261309,0.104632966,-0.030187988,-0.001522843,0.03208549,0.04816027
sample-000101,twenties,2737.072922,2496.117184,4857.190584,-663.94293,109.72147,9.15668,14.257942,12.126185,-5.368931,-15.645665,2.4786499,-7.113718,-14.495904,-0.24347627,-2.3418138,-7.6205277,-15.994838,-12.695768,-5.8232455,-8.423433,-5.6952114,-6.8838997,-8.440633,0.4054916,0.32109198,0.25910795,0.27801406,0.2995556,0.24974112,0.21708082,0.30020684,0.5120263,0.6622386,0.6870858,0.5514502,10.71337842,15.66877116,14.93709297,17.48392579,18.85245527,21.84762755,51.55958508,0.009166013,0.02093864,-0.064629425,-0.089626206,0.019578111,0.012512644,0.004836131
sample-000111,twenties,2174.282975,2399.89159,4389.581716,-413.08264,124.42352,7.608497,27.83202,16.053953,9.546541,13.707307,12.701577,3.0549948,-6.6989365,5.5107284,0.058999293,-6.326223,-1.838986,-4.7076726,-1.9907352,-2.8485224,-2.090905,1.3460879,-5.94534,0.5008738,0.5417868,0.54437745,0.5617395,0.55455744,0.5373239,0.504396,0.44643256,0.43853647,0.44356692,0.45045927,0.4683718,16.73333131,13.29248744,14.25443341,14.50311506,17.94964482,17.857477,52.61314942,0.002244072,0.022449175,-0.010183995,-0.02729516,0.049197805,-0.022218845,0.048874125
sample-000116,twenties,2646.098612,2473.780746,5024.990587,-393.61633,143.57799,-32.716644,15.024953,24.302294,16.066477,-4.2635646,7.3890367,-7.533633,-11.298281,12.27916,-1.6557302,-4.7838936,3.7535605,-2.7852578,-6.5939364,-2.7307494,-3.2560446,-1.5962925,-2.1676457,0.58565974,0.5702426,0.50661254,0.45095977,0.41804653,0.4034118,0.45729387,0.49621373,0.5114696,0.48969916,0.46469876,0.5162978,15.31520962,10.01449003,12.48442643,14.35634474,19.43549827,28.88525898,49.45429248,0.008965215,0.028908154,-0.022573738,0.063417509,0.005821879,0.018855441,0.04218601
sample-000118,thirties,2823.046027,2798.39955,5430.753722,-432.20508,120.534874,-16.987715,40.23123,-6.0156345,25.539236,3.369202,2.1100283,5.8689003,-10.993291,-2.4280987,-8.400372,2.722763,-5.6241884,-8.998329,-2.5671284,-1.7418156,-0.3880142,-2.6194804,-4.518085,0.41182154,0.40335387,0.4246938,0.47671914,0.5174457,0.5652129,0.634617,0.6154923,0.5564281,0.5167972,0.47586182,0.4218365,15.13024988,10.96161269,14.58391058,15.40220663,17.93319736,19.71763923,54.46598179,0.019295862,-0.004626184,-0.013957758,-0.021218538,0.004199895,0.005727306,0.026110737
sample-000124,thirties,2647.436356,2893.365222,5713.55029,-517.07874,123.6218,8.14213,2.841603,9.493364,14.824121,-6.149292,-10.626762,-2.5690086,-3.62652,1.7277553,-5.4862614,-3.1561837,1.4019825,-5.0053444,-5.322889,-3.02673,-2.7385247,-5.0459924,-3.8413475,0.4694801,0.4229895,0.37599146,0.34953964,0.3359902,0.40869132,0.50781274,0.4939411,0.42982227,0.44493663,0.46540812,0.4663392,12.62977357,12.7282778,14.22868862,15.48474588,18.8386872,18.35481698,54.27223582,0.008428153,0.024694058,0.042039826,-0.053916061,0.024691499,0.000151249,0.014152581
sample-000128,thirties,2327.3979,2465.747112,4235.631556,-446.13397,98.281,16.322807,30.042183,30.946043,-4.0302677,-20.132288,2.1124742,-5.714914,-7.0271916,-0.5990103,-4.984106,-8.851168,-10.045029,-7.0087576,-6.870354,-2.6589758,-3.7722757,-6.1161494,-9.259776,0.37400857,0.3786394,0.36474547,0.38690162,0.39066663,0.42081675,0.5225676,0.51494384,0.48144856,0.40998828,0.3771178,0.35648024,15.17785939,13.26771252,16.35255769,19.17172171,19.75877376,25.51788554,50.27758621,0.000104384,-0.023771828,0.030149886,0.006304334,0.002108606,0.024868705,0.035395503
sample-000135,fourties,3264.078236,2694.338523,6016.423358,-341.9297,107.16473,-25.27536,43.268387,3.854153,14.040488,1.5682877,-12.3475275,7.747956,-9.9900055,-5.3032646,3.218475,0.95833194,-3.3206835,-2.192123,-0.21604614,-8.25479,-0.865904,2.7228534,-5.6112103,0.45258406,0.47005084,0.47392455,0.4722608,0.48652896,0.5097274,0.55929196,0.5888723,0.5892005,0.5569046,0.52918375,0.4610744,14.05804796,9.23061008,12.53584155,14.62102504,17.71488601,21.94718796,55.61140466,-0.000415446,0.005596056,0.008029189,-0.005216006,0.005994331,0.003491439,0.062526405
sample-000137,fifties,2722.747836,2478.897568,4999.292986,-379.01654,134.8492,-8.012696,31.645754,1.5926471,-10.51409,5.4427295,0.21882118,-15.081424,-8.691728,-0.97889954,-17.86928,-9.198225,-4.8361597,-7.958869,-4.9757185,-8.346259,-3.3617065,-2.2942882,-5.5823755,0.58588433,0.56748825,0.6093108,0.5953897,0.52644527,0.51060873,0.46586588,0.4215433,0.42910796,0.46771416,0.5496426,0.561837,15.75485882,8.769267018,12.29123289,14.6698158,17.78214276,19.94391674,51.13437757,0.007537144,-0.006647471,0.037405759,-0.036252815,-0.003116894,-0.002772321,0.055073787
sample-000140,fourties,3635.823247,3674.346178,7358.322418,-382.64307,110.37226,12.724946,35.235977,0.9355313,28.664272,-11.567193,7.3310533,-5.392785,-9.312042,0.44082513,3.886371,-5.899212,-7.083733,8.486871,-8.222073,0.60576093,2.6006446,2.6399505,-3.740238,0.5218532,0.48783937,0.47570732,0.49979502,0.5150529,0.51371264,0.554059,0.6060702,0.6309851,0.62793136,0.6197329,0.55576974,13.99692882,10.92531592,14.5211098,14.94464357,17.14425297,22.54341243,56.29009385,-0.008439935,-0.025436959,-0.079114083,-0.010182963,-0.01163437,0.013955189,0.04208134
sample-000154,twenties,4764.139254,4161.740231,9528.440579,-528.61536,91.762405,11.770338,26.794506,-10.433072,23.353516,-9.380394,12.44196,-5.4437947,3.0917268,2.4945025,-8.235791,6.705847,-7.26651,13.212157,-4.9914775,-1.2483735,-2.7590735,-5.547366,1.7481546,0.57114214,0.5709405,0.535638,0.4857862,0.4755855,0.46911448,0.4933878,0.6088869,0.5841694,0.42091265,0.4070229,0.503825,13.86205234,11.13838973,12.01914195,14.66420222,18.38037896,19.57472215,58.90426615,0.025942179,0.007115932,0.038542773,0.032491746,-0.008359944,0.000276146,0.00868419
sample-000155,twenties,2932.341688,3071.476793,6049.495342,-430.16983,129.02176,9.770086,23.285366,-1.7207253,22.734356,-13.148203,-5.682176,1.7401961,1.7567931,15.997243,-3.6712532,-0.7803888,-9.160132,-5.506181,-2.3740094,-8.751756,-7.1270933,-8.658172,0.001596771,0.4078381,0.3998651,0.41997632,0.5028096,0.56375396,0.532176,0.4750731,0.42544585,0.46075904,0.4605518,0.47397467,0.45726207,14.67379403,11.83126265,14.05759496,17.06668217,19.43226152,20.11696326,55.74538167,-0.028821794,0.034754183,0.012764164,-0.0676545,0.015649011,0.008533122,0.026228022
sample-000167,twenties,2045.221873,1979.162892,4110.896018,-347.97705,135.12405,-13.209753,40.9488,30.22324,-15.065423,11.211434,-11.1993065,-32.463745,7.377264,3.5165622,-19.009403,-2.7391684,1.5618145,-7.9327745,-8.506774,-6.397434,0.26004195,-1.0607026,-8.069692,0.39673445,0.5233551,0.60498327,0.6133915,0.5171174,0.35540405,0.30749965,0.30905128,0.3075239,0.3330844,0.35477424,0.34236377,17.37018598,13.14700377,16.78149167,16.9191587,22.0892707,23.42132248,48.75620348,0.016479731,-0.005954225,0.015466727,-0.021784727,0.002406355,-0.004755053,0.10646919
sample-000168,thirties,3297.772559,3038.274346,6470.65678,-374.38766,126.48024,-17.825497,19.004873,-0.7863033,6.9509063,-8.749717,7.4069576,-5.085945,-2.2863932,1.8675956,-10.207648,4.14571,1.5173535,-2.6986191,-3.046452,-1.2352833,-4.2070236,-0.048591822,-6.742986,0.51488495,0.52120364,0.536069,0.5742437,0.5446275,0.52897066,0.524188,0.4880277,0.47536755,0.4829216,0.50675976,0.51318187,14.40252394,10.0336745,11.7749324,14.3183014,17.38468076,19.84583556,52.37923905,-0.003174494,-0.018186895,-0.016543347,0.019739134,-0.001907965,0.00436788,0.05813639
sample-000169,fifties,3760.780448,3292.091973,7495.227658,-610.5064,72.1685,8.861878,21.361752,10.52673,-9.871416,-11.162089,-4.1783366,0.5395243,-3.2150989,-6.53323,-0.7315483,-1.0260308,-6.7246375,-4.4397297,-4.470167,-2.170371,-0.23689273,-5.0194893,-3.905617,0.46650514,0.4335317,0.4217004,0.42739406,0.46895245,0.5615526,0.63729566,0.61144674,0.5667972,0.51505655,0.48963898,0.48960796,14.13288113,12.23746679,13.85701242,16.71342596,17.36124162,19.13989862,50.06095034,-0.01596477,-0.000275999,0.076413159,0.04214193,0.006051703,-0.034844215,0.006276509
sample-000175,twenties,4939.839047,3939.911343,9132.848502,-616.6948,80.26474,11.07216,14.575062,9.034083,17.935555,-7.663835,0.50800014,2.8055165,-4.221093,-3.7730818,-1.429362,-1.283563,-3.204327,-0.25997314,-3.6551135,-0.93061507,-0.08031196,2.0198188,-4.7744675,0.6172434,0.6454995,0.5800558,0.5379135,0.5121226,0.5385521,0.5425588,0.5258018,0.5390949,0.5295261,0.5712686,0.616504,13.2112698,9.734737772,13.29115215,14.25169983,17.19075799,19.96295544,52.40368822,-0.00805085,-0.01552861,-0.079774555,-0.025542206,0.00137241,-0.011361982,0.005996366
sample-000181,fourties,2076.21527,2646.999594,4227.932363,-436.46844,159.62979,-0.35115433,25.365501,-5.461095,12.468793,-16.955833,-11.192914,-3.544922,-10.237797,-9.940469,-7.5515847,-1.8864409,-12.072912,-10.09803,-8.345738,-6.851376,-7.302769,-2.1928022,-8.91223,0.43840715,0.48042664,0.46641418,0.42236796,0.40620643,0.38583073,0.37584826,0.40255007,0.4850025,0.5208778,0.50138986,0.43804383,19.5227516,10.5768654,13.42831009,15.19039952,17.84873508,18.63271771,52.79946793,-0.006577026,0.005124867,-0.026863465,0.00239015,0.003545342,0.004288918,0.0207502
sample-000187,thirties,3800.903535,3224.717689,7449.054276,-429.5639,117.729256,-27.073124,41.771065,-8.557699,29.131378,-8.856027,-5.559749,4.6629972,-18.763369,0.7614769,-0.36859742,6.530055,-4.007278,-2.355478,-1.7143394,-2.3557112,2.4012847,-6.9511065,-4.6384773,0.46575665,0.5419931,0.601935,0.5046984,0.46327245,0.4994736,0.57325524,0.5654393,0.54727787,0.513203,0.50247365,0.46228036,14.53762938,9.91072121,13.29899064,14.04710476,17.42726119,20.32161071,57.82354573,-0.009701268,0.036764527,0.015046559,0.029277284,-0.029926101,-0.003809418,0.021546558
sample-000191,thirties,1558.32388,1552.976029,3093.109631,-382.72263,172.24742,-9.315672,15.271197,39.38147,10.946643,4.795462,-5.91682,-7.516164,2.2969975,-3.551534,-3.6841865,-1.1827896,-3.2653995,1.8106521,1.1185607,-2.5469077,-2.4864907,-4.302788,-2.296879,0.41068035,0.41726023,0.45420167,0.5259343,0.5687205,0.59526604,0.62959945,0.551374,0.566876,0.534741,0.48126116,0.43958712,15.57876422,9.920691073,13.46048938,15.01991904,18.83490216,24.10511745,47.84588736,0.026904422,-0.022688007,-0.034747443,-0.008625779,0.010519175,0.00441584,0.0578169
sample-000192,thirties,1560.228339,1605.767471,3330.064655,-422.09525,123.69978,11.598967,10.258125,25.617462,20.178764,18.832203,7.099934,-1.0315341,1.4923068,-1.6506906,-3.8847883,-4.210116,-4.2385917,-1.5026308,-2.1817784,-0.59758025,0.8806977,-5.5274687,-5.2317667,0.3817318,0.4172641,0.43166196,0.4968167,0.56024003,0.62956303,0.7191206,0.66952026,0.6506895,0.52371746,0.4236904,0.373631,15.68998183,12.168952,13.91445547,13.68658066,20.58435497,20.04985979,47.3094636,-0.006160305,-0.017002342,0.041820801,-0.042982165,-0.002473125,0.028116782,0.067427166
sample-000193,thirties,3790.817246,4133.406211,8146.374649,-372.5738,80.37054,5.779776,48.07195,30.373672,35.770775,-9.77617,4.9010334,-7.9370775,10.275797,8.506985,0.9848887,-2.2319403,-12.007819,-3.7243316,-3.596487,-2.9765098,-10.484291,0.6040945,-5.219718,0.38292027,0.4266464,0.5034575,0.56922805,0.57337505,0.55060077,0.5718755,0.5678596,0.47489703,0.46160096,0.44670337,0.4171076,16.22090772,13.11721392,14.40984852,17.00823741,19.34747475,21.14013008,55.46652674,-0.014114118,0.014049078,0.025062127,-0.060150532,-0.003693834,0.026070037,0.07088079
sample-000195,fourties,2204.656943,2058.910582,3996.397695,-424.29367,119.33596,4.3795977,48.263977,3.9993618,-6.9314857,8.788489,-5.9432735,-1.9898771,-19.529903,-17.549206,3.5387924,-3.7685118,-5.630789,-6.050555,-12.725648,-5.656283,2.8672636,-4.362653,-9.652102,0.34478387,0.3361801,0.37867153,0.35723177,0.3373246,0.31114736,0.28514397,0.3178007,0.39050138,0.5329899,0.60302615,0.43185428,17.01621508,13.31251397,15.96190716,18.03363995,21.0183345,21.23707342,55.39451193,-0.03208052,0.024559506,-0.058389353,-0.057843657,0.052964705,-0.013704233,0.051407453
sample-000197,thirties,1481.595489,1430.862134,2701.314156,-369.26114,151.0379,9.97374,17.614666,24.134113,-0.12259066,6.1590257,3.126013,-12.106025,-9.233592,-0.65171903,0.9561868,-5.891044,-7.1550345,1.5534027,-3.0285301,-11.272694,0.06267295,7.886446,0.17452565,0.4317968,0.38438177,0.31862855,0.28344178,0.33212695,0.49055302,0.61477923,0.5172981,0.44463095,0.38418573,0.38864487,0.45600712,13.92608234,12.99775179,15.84370838,16.49930983,20.54316965,21.63135942,48.75747636,-0.001283666,-0.01599185,0.094245631,-0.03096947,-0.005368101,0.01949689,0.0632754
sample-000201,sixties,1359.653505,1469.581013,2704.848346,-367.24274,139.201,14.639037,13.297996,20.841019,-4.3181796,-4.533301,1.9148425,-5.507705,-12.925276,-12.41087,-1.7742169,1.542485,-5.816503,-5.739312,-3.907972,-5.408344,-3.5716448,-5.298037,-6.818566,0.28462085,0.26062912,0.24787608,0.25100031,0.28547826,0.39065132,0.4793974,0.48276532,0.607452,0.3633311,0.33740434,0.3228433,18.0621785,13.19625952,15.71375797,17.75130735,19.12670141,23.22406545,46.65836763,0.023136324,-0.037170645,0.010940193,-0.074286286,-0.012898221,0.00114287,0.10476956
sample-000203,thirties,3318.821565,2762.415705,5890.3125,-416.93576,81.87834,-7.044263,31.132944,20.69466,-0.7581025,-21.055435,6.6286383,-10.1085205,-3.5462444,4.3915687,-7.525965,-11.087641,-9.782018,-5.8571754,-9.380007,-2.9857788,-5.5141683,-8.483391,-11.003726,0.4696018,0.50872684,0.41902432,0.30165958,0.28090987,0.35517806,0.39921066,0.38716283,0.41824877,0.44659773,0.4489534,0.45071965,13.66757969,14.44446711,15.44972985,18.26190962,18.61038582,28.29629073,51.24797389,0.023790575,0.011170862,-0.026435116,0.03055789,-0.000443125,0.031780779,0.048119847
