filename,age,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,rmse
sample-000050,twenties,1868.8981233065504,2186.9312846001403,3861.644190871369,-386.6225,159.67664,4.2925906,28.258966,38.452503,3.7344368,-10.409951,5.727941,4.0636086,-11.075341,0.22889292,2.275365,-5.768418,-3.1645184,2.1461027,1.6880813,-2.8512487,0.5752699,0.42285714,-4.4189377,0.6367565,0.59740806,0.526719,0.503093,0.51732934,0.51556927,0.5161003,0.52148914,0.5145186,0.5691457,0.6327012,0.62739384,15.711375076230713,10.466601296821002,13.918006156569904,15.432038486631061,16.647382469131774,25.18848716031057,30.22965427166971,0.027256857983844127,0.0019224656333641666,-0.026237925854647286,0.018698627086688135,0.002807580128410379,0.008555590638821331,0.052422106
sample-000053,fourties,2726.03157658124,3140.680265328446,5555.359061604585,-501.6737,114.907455,14.130197,14.433028,-5.4069204,-7.1261234,-13.945956,-6.2106533,-7.1608515,-10.258242,-7.195164,-9.77731,-8.454483,-12.870179,-8.243914,-9.0846,-7.5987616,-2.9857554,-8.739619,-5.2396903,0.5340103,0.47582316,0.50628686,0.5679571,0.48091042,0.46610913,0.5025703,0.5109191,0.533682,0.50176084,0.5033652,0.52437955,17.38167888554556,9.212937971062736,11.587829075822999,15.027326388058976,15.13416875596131,17.721247663662744,28.543108472384198,-0.059008355709851,0.0347039909088834,0.11924207728238678,0.004927184051142518,7.031284763413137e-05,-0.008090869803114974,0.014899719
sample-000057,fifties,2854.6551521061137,3395.968152500783,5756.150265957447,-501.58044,81.67079,23.768167,7.917114,-2.5347068,0.14897682,4.379585,-4.616699,-5.290616,1.6795046,-2.060519,-6.918776,-2.5039556,-3.6075487,-7.8835626,-5.5773125,-5.580012,-8.039523,-6.030792,-4.506292,0.48998854,0.5333106,0.5740938,0.62560326,0.63755244,0.5969048,0.46412998,0.34173715,0.29955843,0.3859109,0.40515327,0.4548822,16.2110812111036,10.8193662560584,12.204825087474125,14.764359890627357,17.1150858201516,17.61766248864262,24.384249501441044,0.03783841634222349,0.02125115518096903,0.011878151024513011,0.017583125904994706,-0.02529737678609275,-0.027238978314748464,0.031272285
sample-000062,fifties,3353.6654697163685,3209.539698975706,6586.340436962751,-472.97757,105.642395,1.7534767,9.298744,3.93132,-5.4976387,-11.832673,-11.179395,-4.550359,-4.4765034,-2.730011,-8.402398,-13.810634,-4.6232767,1.1913378,-8.554107,-8.72359,0.9194283,-0.9365027,-7.140303,0.54136175,0.56849366,0.5665542,0.57943505,0.54710364,0.46138948,0.45168817,0.4830624,0.47595197,0.51117176,0.549401,0.54056495,17.770973789308364,9.41741281003844,11.889158754283645,15.053212125869429,17.774291219463496,17.944337135525515,29.493128488148002,0.01716887417760032,0.013979114099351127,0.05126386552109742,-0.02156591616880538,0.006314077104011611,-0.005673863146491383,0.01821985
sample-000065,twenties,2436.2883073046924,2895.3951209178877,5231.037440334129,-315.40613,141.88867,-8.406113,-3.6546183,17.540606,9.869896,-15.667778,7.283422,-18.256786,-15.321221,-0.17218469,2.5682085,3.0439477,-10.654973,-5.2504206,-11.432288,-6.0266085,-5.185794,-8.632551,-7.6469655,0.3789329,0.42187822,0.334876,0.2914644,0.38064483,0.39956388,0.38081676,0.35256052,0.37549317,0.39060673,0.38040766,0.32936543,13.158358770521644,15.019453535710483,16.96848199238241,17.984971507870146,20.648884351854946,27.929603852050345,35.517767517120156,0.014262308804493038,0.02130332341930397,-0.06477728899488316,-0.017260307314981863,0.007227644217676916,-0.0017752637097562275,0.08697439
sample-000073,twenties,2467.8700311586817,2099.3849431172657,4291.393477520436,-500.003,147.74611,-0.0013045225,21.489708,30.30316,6.273406,3.6687603,-12.626186,-14.781217,-5.9792023,-9.043856,-0.44540113,-2.8885987,-13.093352,-2.4537485,-2.03775,-4.9724927,7.3369493,0.73858523,-10.25978,0.35317445,0.35465014,0.3639686,0.32222787,0.32677528,0.34451818,0.38919574,0.47761318,0.5222142,0.55445766,0.49778748,0.41075596,18.060037983002733,11.564744698184299,17.93043908591909,17.315338055018913,21.798902382297783,24.79582808186352,28.60617873457832,0.03815517911959952,0.012149750608343371,-0.05281232938561246,-0.012752818686593954,0.013828656453145592,0.008014854021359057,0.023919895
sample-000082,fifties,3377.9675085964564,2950.429701966768,6061.3347457627115,-422.39285,100.10811,-26.416124,22.945219,7.403193,10.652714,-1.9587473,-4.6642475,3.009594,-6.5939403,-0.85001904,-0.48913097,-2.3541253,-0.92426383,0.27450407,-3.237884,-2.9835486,0.71752733,0.49579245,-1.2927806,0.529204,0.5416837,0.5005628,0.48424596,0.41291937,0.39205524,0.41731566,0.4256309,0.4571185,0.54213667,0.52165216,0.5016376,14.678511199669385,10.659056663871157,12.646904973126405,14.65677711397856,17.79607264643352,20.916826894036124,33.95065719321606,0.01586590147133642,-0.036183498071559655,0.027946394497244367,-0.05695414468646078,0.010335895024526356,-0.009088062212834015,0.022862962
sample-000088,teens,3846.0594491272354,3009.8252345505102,6979.991427680798,-317.76825,103.84293,-6.9865255,55.971992,-41.217144,16.315754,-7.8318377,-25.606596,6.231645,-6.67174,-1.4842354,-2.1911044,-4.863581,-9.270571,-0.09607295,-5.230178,4.0292625,0.60575294,-12.112458,-1.4066685,0.60961646,0.54237115,0.28328344,0.18800797,0.18069962,0.20127098,0.18578921,0.24746063,0.2522186,0.30910152,0.4598491,0.54423165,10.26976688099244,13.672442466408253,15.821797412807395,18.68183982655824,18.4946352576312,22.743424892723855,44.62912722053118,0.026684659651871997,0.07436259223078096,-0.004060383908162715,-0.00937987447419058,0.011975111266135126,0.02316558541235939,0.09080917
sample-000092,twenties,3084.9397202259665,3388.3186224657084,6583.690542035398,-416.33057,120.41384,18.283012,15.661971,8.30862,19.20356,-5.6946917,5.842954,-4.7357397,-5.1372085,0.6730501,-5.71313,0.17158557,-3.160628,-2.2186613,-4.286078,-2.9156823,-3.7725844,-3.106842,-5.190768,0.39199015,0.47664207,0.55048984,0.6193124,0.6451312,0.54899263,0.4436626,0.40115842,0.3706572,0.37786832,0.4077758,0.40137926,15.603183767234977,11.456687329487307,14.123148275549147,15.132518825612545,17.660439747223464,19.555256339876756,32.8601984944903,-0.054166980181160417,0.012605681339145008,0.10462041765830542,-0.030201309053557213,-0.0015224003032120316,0.03208663600227717,0.048160296
sample-000101,twenties,3345.8024894238247,3361.965772630546,6050.961143092105,-663.76935,109.65769,9.073442,14.329693,12.082606,-5.335348,-15.627843,2.475712,-7.1114116,-14.451297,-0.20413429,-2.3790464,-7.5901604,-15.989142,-12.702071,-5.7975535,-8.427024,-5.699833,-6.8865733,-8.421622,0.41970897,0.33658,0.27003175,0.2930046,0.3145973,0.2678466,0.2363066,0.3208967,0.53423136,0.677129,0.69422364,0.5516879,10.509149933668626,15.562296940450935,14.717792005564936,17.10475257819895,18.326988899763425,20.510071786732237,21.276520417081873,0.03060262115531333,0.0008605976207479694,-0.08214247151198331,-0.05549853574752682,0.0028041453371166554,0.020032974945264213,0.004836182
sample-000111,twenties,2193.233491241786,2483.5532044950196,4412.8008540372675,-413.0815,124.423805,7.6086607,27.83222,16.053802,9.544922,13.70468,12.701931,3.055161,-6.698989,5.512001,0.06150581,-6.3254113,-1.8397753,-4.7079163,-1.9934698,-2.8488886,-2.0897648,1.3464977,-5.9448395,0.49994034,0.5406918,0.5435782,0.5590371,0.5516756,0.5366055,0.50353247,0.44627717,0.43810955,0.44248062,0.4487953,0.4679193,16.729444036097252,13.289284535334101,14.243128705334469,14.501956821122205,17.966630081462334,17.865264353279674,31.93749539418957,0.0006599470669187086,0.024831725229546086,-0.009105569506584947,-0.028267953248394154,0.04773893883466989,-0.023269065349906456,0.048874132
sample-000116,twenties,2733.2921614375828,2629.6055935235036,5159.167921686747,-393.61517,143.57484,-32.714626,15.027227,24.301882,16.070593,-4.265961,7.387134,-7.536378,-11.30268,12.276362,-1.6619606,-4.78888,3.751606,-2.7879858,-6.5971103,-2.7323885,-3.2584562,-1.5967977,-2.1660979,0.5453758,0.5884832,0.54599947,0.47651,0.43733668,0.40264013,0.42277592,0.4755196,0.51029617,0.50883055,0.47856116,0.4650089,15.292818430559555,10.023336701044661,12.468016460583454,14.382403850730025,19.439382020751435,27.575425709444083,31.91963014350123,0.008974853683156463,0.028888330633225354,-0.022587176094422803,0.06342867904353916,0.005816436564277797,0.01886101310182528,0.042186055
sample-000118,thirties,3043.684195169131,3172.7006022052774,5796.099565756824,-432.19998,120.536316,-16.988459,40.23173,-6.0175624,25.534939,3.3658288,2.1106446,5.872127,-10.989997,-2.4249918,-8.399661,2.7182784,-5.6282907,-8.997651,-2.5627518,-1.7386435,-0.38885105,-2.619015,-4.52027,0.4096381,0.40072846,0.42172295,0.47464815,0.51577234,0.5640383,0.6340781,0.61507636,0.55528414,0.51537526,0.47348723,0.41936737,15.118055028641637,10.969361922725884,14.558787533546294,15.420889317170632,17.987560813514037,19.429638175921173,33.730237523920955,0.017438477411702322,-0.004382314225194899,-0.014027940382067726,-0.022561975424328813,0.0036151402618504126,0.005720230565283984,0.0261108
sample-000124,thirties,2770.884810712668,3152.6657025848867,5900.196605960265,-517.0563,123.60566,8.128539,2.8554184,9.485841,14.835936,-6.1426973,-10.634584,-2.5648048,-3.6201112,1.7277149,-5.4874387,-3.1613405,1.3977587,-4.995558,-5.324019,-3.0332437,-2.7308297,-5.041661,-3.8448462,0.46890855,0.42187414,0.37503812,0.34828964,0.33495152,0.40697914,0.50586987,0.4906499,0.42793548,0.44376484,0.46292952,0.46449608,12.58179877676777,12.722420120516336,14.216562490813436,15.518458960303576,18.808664403226675,18.31007864278236,27.510333356124594,0.009310646707669581,0.03101407506035647,0.03627863914061265,-0.05489673667636706,0.025080265172757608,-0.0004592464653934149,0.014152634
sample-000128,thirties,2635.2291148177746,2917.214997743592,4949.614838286713,-446.13184,98.28356,16.324938,30.043488,30.9469,-4.0300517,-20.130804,2.1142638,-5.7160397,-7.0277877,-0.5978475,-4.982149,-8.849703,-10.04464,-7.009697,-6.870239,-2.6573105,-3.7723162,-6.115824,-9.258421,0.3739697,0.3779688,0.36421728,0.38604882,0.38972893,0.4189615,0.52042055,0.5144402,0.4803126,0.40804684,0.37677246,0.3562079,15.191751838627717,13.275548768686235,16.377779688154362,19.18734906261495,19.784949906684897,24.936447124812183,28.980316998582616,9.529714830756948e-05,-0.023937523302630652,0.030118223783637734,0.0063918585110763265,0.002076935122906443,0.024863459315587335,0.03539559
sample-000135,fourties,3370.002409463932,2857.0417610826053,6170.255474452555,-341.92883,107.16487,-25.276054,43.26704,3.8532534,14.041329,1.5698131,-12.347405,7.747475,-9.988862,-5.303545,3.2173045,0.95796573,-3.3212464,-2.1919932,-0.21616662,-8.254816,-0.866211,2.72181,-5.6118736,0.45394558,0.47082916,0.47413388,0.47392106,0.48829108,0.5111126,0.55967903,0.58853316,0.58966994,0.5576413,0.5299687,0.46192124,14.07911075259991,9.218762288002628,12.544816722287429,14.607956209471435,17.69057909089508,21.80271827377806,39.218288608002965,-0.0003785572573621006,0.005580953776359648,0.007999061963037802,-0.005266812477723513,0.006009027036786128,0.003514560267166115,0.06252643
sample-000137,fifties,2767.802330078939,2571.285165252839,5047.599688914027,-379.01443,134.8488,-8.014116,31.64595,1.5902448,-10.515762,5.4416723,0.21605706,-15.081085,-8.693616,-0.9835333,-17.871328,-9.197301,-4.831095,-7.956422,-4.9759946,-8.34822,-3.36569,-2.2939281,-5.581682,0.58484834,0.56632626,0.6087337,0.59407246,0.52408516,0.50823176,0.46433392,0.42046055,0.42805108,0.4667844,0.5485649,0.560857,15.72547761418872,8.765294068756555,12.284657862011667,14.657073144823142,17.819359534379192,19.961665291037548,33.85109590043477,0.007546666974411942,-0.006645227353748277,0.03742066483809781,-0.036267516839558575,-0.00312678001764648,-0.0027872574172188923,0.0550738
sample-000140,fourties,3625.294974353421,3722.0326454737096,7366.883420658683,-382.64078,110.37002,12.722039,35.238876,0.93696165,28.664793,-11.5656595,7.330981,-5.3914957,-9.311428,0.43813777,3.8866425,-5.8980393,-7.085973,8.486504,-8.22205,0.602985,2.6008883,2.6405144,-3.7426174,0.522228,0.48832205,0.47485182,0.4965655,0.5098891,0.5093072,0.5498218,0.6037503,0.6289116,0.6247589,0.6169264,0.5551727,13.996154225272248,10.921989288295235,14.521689313021238,14.910099297351616,17.143559691239126,22.017126885776943,36.54696259959108,-0.008439137580941353,-0.025428343275688645,-0.0791051182923784,-0.010174649505469457,-0.011629115471222019,0.013958208076795278,0.042081352
sample-000154,twenties,4842.107474743748,4294.074231782047,9548.183497536946,-528.5806,91.74403,11.744117,26.8127,-10.433217,23.35149,-9.366349,12.453113,-5.4578714,3.0832682,2.5058572,-8.237379,6.6939335,-7.24831,13.211991,-4.999523,-1.245569,-2.7734568,-5.5443134,1.7543914,0.5673869,0.5658651,0.5325771,0.48492637,0.47496334,0.4681254,0.49257198,0.6077738,0.58335316,0.42055023,0.4066365,0.502769,13.819420101680825,11.130259127418002,12.002745983178148,14.724747111613214,18.439145528029,19.07800387864482,33.551437942276245,0.025583131330443792,-0.011176766288851442,0.04443288697250918,0.02288668760066357,-0.005614650056351978,-0.0001809015581062993,0.008684246
sample-000155,twenties,2959.9775484838988,3147.8411846461618,6081.376164596273,-430.16925,129.0201,9.774952,23.28494,-1.7262979,22.73753,-13.147631,-5.680615,1.7383227,1.75361,15.998666,-3.6714315,-0.7838785,-9.157635,-5.5031195,-2.3776054,-8.749553,-7.129475,-8.658493,0.0052703954,0.4047698,0.39756358,0.41819537,0.5011113,0.56227654,0.53154236,0.47447067,0.4238867,0.45765218,0.45801,0.4720255,0.45431477,14.673512953025057,11.84596957010552,14.059438982721396,17.041744366391608,19.40668011647166,20.08207114870015,33.35769136683866,-0.018850343852099872,0.03549437351124111,0.004052807796769188,-0.06629904796028108,0.013506009803275156,0.009083648315654091,0.026228042
sample-000167,twenties,2332.951303878296,2413.116294954875,4928.844026548672,-347.97604,135.12506,-13.208987,40.949993,30.224018,-15.064766,11.213107,-11.197878,-32.46364,7.3775096,3.5177448,-19.008091,-2.738462,1.5619063,-7.932345,-8.505706,-6.3966217,0.26070297,-1.0598823,-8.0693445,0.39655766,0.52251333,0.6036538,0.61387783,0.51778185,0.35555735,0.30714595,0.30776098,0.30705926,0.33247802,0.35393885,0.341869,17.347334221355045,13.139184074858925,16.767072049059106,16.896657111948812,22.037379735073905,23.383381607414183,32.24460109789457,0.01822436759819689,0.0009394193183570074,0.012249321744373117,-0.026355544948307667,0.0022028503410126596,-0.0029394087309545206,0.10646935
sample-000168,thirties,3355.0728189811693,3122.0644829496546,6556.700211864407,-374.26758,126.31608,-17.672403,18.860495,-0.6658902,6.8391995,-8.673193,7.3288484,-5.0481434,-2.3121772,1.888407,-10.201023,4.126042,1.5404394,-2.7291553,-3.010589,-1.2729247,-4.1747384,-0.07080598,-6.720146,0.5142277,0.5206653,0.53545696,0.5729309,0.54303694,0.5288836,0.5242239,0.48695368,0.4737456,0.4813549,0.5050144,0.5125811,14.227472667916084,10.021211052597678,11.7833087949525,14.25583230104907,17.424208859170744,19.76828531106705,34.219158728798405,-0.003211637610379079,-0.018251381914904895,-0.01648704371399373,0.01975956919082078,-0.0019018892289757484,0.004420017112456928,0.05813525
sample-000169,fifties,4757.916568340017,4358.171701306164,9393.82423642534,-610.46326,72.218254,8.904515,21.410746,10.576438,-9.824256,-11.117418,-4.137516,0.5722984,-3.1856484,-6.507827,-0.715262,-1.0112532,-6.71491,-4.435338,-4.470678,-2.1778893,-0.24066383,-5.0255265,-3.9178317,0.46768576,0.43460804,0.42365128,0.42699388,0.46816495,0.562426,0.6386226,0.61295134,0.5676962,0.5138641,0.48822173,0.4886107,14.119762410272706,12.244626276988276,13.914896273472904,16.571380548319674,17.148006827494925,18.573037426612334,22.007260011289752,0.044087537779163875,0.04968122333852163,0.11271185677222531,-0.002580233647307282,0.049298275877130676,-0.03204889804555721,0.0062768585
sample-000175,twenties,5372.7833207344065,4384.3934711841775,9674.503168202766,-616.66394,80.261856,11.07331,14.593495,9.027565,17.924526,-7.672516,0.51691824,2.8132155,-4.213643,-3.7770822,-1.4475584,-1.2894062,-3.1821995,-0.25828376,-3.6763585,-0.93867373,-0.07802297,2.0371673,-4.762892,0.6190612,0.64789844,0.5807569,0.54004997,0.5148608,0.5396604,0.54319155,0.52502584,0.53901625,0.5299029,0.57028174,0.6171098,13.31892059297485,9.855775122875002,13.138848650378456,14.060073474388899,17.035441173772718,19.349970552696643,25.275479479689565,-0.007869223216326588,-0.015864888438092455,-0.08071510338821043,-0.028496646184972673,0.0011277044117071818,-0.011445562118097864,0.0059967046
sample-000181,fourties,2092.812439624635,2720.2538128319165,4236.986301369863,-436.46164,159.62276,-0.34697083,25.365591,-5.4644136,12.470779,-16.960192,-11.186216,-3.550073,-10.233531,-9.939763,-7.553893,-1.8849096,-12.073584,-10.096919,-8.348251,-6.848475,-7.3048973,-2.190999,-8.912088,0.43131167,0.47171724,0.45908904,0.41474056,0.39669114,0.37399727,0.3637168,0.39485636,0.47872654,0.5129366,0.49241838,0.43066585,19.59232943636588,10.626356886384391,13.413332805191136,15.252545291950991,17.839875181324285,18.589565971625746,31.57410920287051,-0.006598067878045399,0.005137300911279168,-0.02685537439426581,0.002394998992142004,0.0035483656697136274,0.00428633158611881,0.020750228
sample-000187,thirties,3889.5519529273342,3352.5849354556763,7586.225328947368,-429.56073,117.72949,-27.069143,41.770058,-8.558928,29.133291,-8.85648,-5.5536294,4.662503,-18.759087,0.7618242,-0.37164757,6.530695,-4.012218,-2.3534749,-1.713411,-2.3514786,2.4024615,-6.9527664,-4.636381,0.467131,0.5435587,0.6036269,0.5061673,0.46369573,0.4996634,0.5747571,0.567137,0.54878736,0.51550835,0.5045409,0.46306598,14.499671646420762,9.920417259480168,13.31076735070982,14.06884882282971,17.385293447450376,20.23831976086223,35.41482736163102,-0.011601430016135592,0.03216709177035831,0.014204605095283996,0.03625512152027898,-0.03176978783499724,-0.00048680960102690066,0.021546552
sample-000191,thirties,1642.46018062043,1822.1945473464377,3130.379098360656,-382.7217,172.24861,-9.314633,15.271213,39.37889,10.94392,4.7924495,-5.920445,-7.5161858,2.301288,-3.545039,-3.6793888,-1.1822865,-3.2669964,1.807289,1.1135932,-2.5494144,-2.483511,-4.29795,-2.2950869,0.4090935,0.4154549,0.45204368,0.5235516,0.5632903,0.5918728,0.62555313,0.54871625,0.5627811,0.5321092,0.47875434,0.4373884,15.60273311737205,9.964637293100543,13.459435780912589,15.039350801759348,18.87684038447937,24.130545729920176,31.355323841128765,0.026904836010072194,-0.02269954346439108,-0.0347427742993414,-0.008642221989283848,0.010516498987246674,0.004428764375160867,0.057816945
sample-000192,thirties,1823.284861678741,2208.6779466069197,3633.782327586207,-422.09137,123.70189,11.598438,10.258534,25.61584,20.17567,18.83124,7.099819,-1.0317781,1.4922394,-1.6519917,-3.8856883,-4.207184,-4.2344093,-1.501922,-2.1820436,-0.595331,0.88173985,-5.5292163,-5.2326794,0.38035607,0.4166328,0.4320052,0.49633867,0.561229,0.6310365,0.72147924,0.6721068,0.6538103,0.52693146,0.42642334,0.37442148,15.684913837935854,12.141505496450403,13.871804335739359,13.676767687476131,20.588297824396978,19.8454452039987,28.763679603223462,0.010094493693662705,-0.006306709508244218,0.0531337519786474,-0.016726407729860518,0.007869757713956399,0.013499054868288148,0.06742718
